ID,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,rating,age
9619,0505524554,Whispers of Goodbye (Candleglow),Karen White,2001,Love Spell,http://images.amazon.com/images/P/0505524554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524554.01.LZZZZZZZ.jpg,6.09,48.9
9620,051716227X,Who Am I?: Test Your Biography IQ,Kurt Rieschick,2001,Random House Value Publishing,http://images.amazon.com/images/P/051716227X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051716227X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051716227X.01.LZZZZZZZ.jpg,5.38,27.04
9621,0743442849,Addicted : A Novel,Zane,2001,Atria,http://images.amazon.com/images/P/0743442849.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743442849.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743442849.01.LZZZZZZZ.jpg,9.4,26.61
9622,0806986875,World's Most Spine-Tingling True Ghost Stories,Sheila Anne Barry,1993,Sterling Pub (J),http://images.amazon.com/images/P/0806986875.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806986875.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806986875.01.LZZZZZZZ.jpg,5.87,44.04
9623,0316141003,Little Lefty (Matt Christopher Sports Classics),Matt Christopher,1993,Little Brown &amp; Co,http://images.amazon.com/images/P/0316141003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316141003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316141003.01.LZZZZZZZ.jpg,8.08,39.57
9624,0373263805,Death Of A Myth Maker (Wwl Mystery),Allana Martin,2001,Worldwide Library,http://images.amazon.com/images/P/0373263805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373263805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373263805.01.LZZZZZZZ.jpg,6.22,22.04
9625,0451198859,Never Sorry: A Leigh Koslow Mystery (Leigh Koslow Mystery Series),Edie Claire,1999,Signet Book,http://images.amazon.com/images/P/0451198859.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451198859.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451198859.01.LZZZZZZZ.jpg,8.76,23.67
9626,0345348486,Feast of Soups: American and International Recipes for All Seasons and for All Occasions,Jacqueline Heriteau,1991,Ballantine Books,http://images.amazon.com/images/P/0345348486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345348486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345348486.01.LZZZZZZZ.jpg,6.66,42.52
9627,0195202198,The Classic Fairy Tales,Iona Archivald Opie,1980,Oxford University Press,http://images.amazon.com/images/P/0195202198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195202198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0195202198.01.LZZZZZZZ.jpg,9.45,43.62
9628,0771008244,Up in the tree,Margaret Eleanor Atwood,1978,McClelland and Stewart,http://images.amazon.com/images/P/0771008244.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771008244.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771008244.01.LZZZZZZZ.jpg,9.82,33.22
9629,0440490170,When Hitler Stole Pink Rabbit,Judith Kerr,1974,Random House Childrens Books,http://images.amazon.com/images/P/0440490170.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440490170.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440490170.01.LZZZZZZZ.jpg,9.82,48.74
9630,0134511387,Illustrated Hockey Dictionary for Young People,Henry Walker,1978,Simon &amp; Schuster,http://images.amazon.com/images/P/0134511387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0134511387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0134511387.01.LZZZZZZZ.jpg,7.06,40.61
9631,0070577919,Trudel's siege,Louisa May Alcott,1976,McGraw-Hill,http://images.amazon.com/images/P/0070577919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070577919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070577919.01.LZZZZZZZ.jpg,7.73,47.05
9632,0688843093,On Market Street,Arnold Lobel,1981,Greenwillow,http://images.amazon.com/images/P/0688843093.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688843093.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688843093.01.LZZZZZZZ.jpg,9.64,49.53
9633,039490575X,Story of Babar: The Little Elephant,Jean De Brunhoff,1967,Random House Children's Books,http://images.amazon.com/images/P/039490575X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039490575X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039490575X.01.LZZZZZZZ.jpg,8.83,29.33
9634,0689712022,I'll Fix Anthony,Judith Viorst,1988,Aladdin,http://images.amazon.com/images/P/0689712022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689712022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689712022.01.LZZZZZZZ.jpg,8.44,32.8
9635,0872871940,Basic Media Skills Through Games,Irene Wood Bell,1979,Libraries Unlimited,http://images.amazon.com/images/P/0872871940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872871940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872871940.01.LZZZZZZZ.jpg,6.26,23.51
9636,0723210985,Tailor of Gloucester,Beatrix Potter,1978,Penguin USA,http://images.amazon.com/images/P/0723210985.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0723210985.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0723210985.01.LZZZZZZZ.jpg,7.3,23.49
9637,0316773999,Everybody's a Winner: A Kid's Guide to New Sports and Fitness (Brown Paper School Book),Tom Schneider,1976,Little Brown &amp; Co,http://images.amazon.com/images/P/0316773999.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316773999.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316773999.01.LZZZZZZZ.jpg,7.48,45.27
9638,0517500868,The Annotated Wizard of Oz: The Wonderful Wizard of Oz,L. Frank Baum,1976,Random House Inc,http://images.amazon.com/images/P/0517500868.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517500868.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517500868.01.LZZZZZZZ.jpg,8.76,31.17
9639,087722076X,Childrens Literature,Francelia Butler,1972,Temple Univ Press,http://images.amazon.com/images/P/087722076X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087722076X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087722076X.01.LZZZZZZZ.jpg,5.59,28.91
9640,0140507930,Bear Party,William Pene Du Bois,1987,Penguin USA,http://images.amazon.com/images/P/0140507930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140507930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140507930.01.LZZZZZZZ.jpg,5.37,33.64
9641,0722651228,The Time of the Young Soldiers,Hans Peter Richter,1976,Viking Children's Books,http://images.amazon.com/images/P/0722651228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0722651228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0722651228.01.LZZZZZZZ.jpg,7.26,45.34
9642,0877220808,"Children's Literature, 1973",Francelia Butler,1975,Temple Univ Press,http://images.amazon.com/images/P/0877220808.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877220808.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877220808.01.LZZZZZZZ.jpg,5.11,30.48
9643,0877220786,"Children's Literature, 1974",Francelia Butler,1975,Temple Univ Press,http://images.amazon.com/images/P/0877220786.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877220786.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877220786.01.LZZZZZZZ.jpg,5.05,45.82
9644,0156422069,How to Turn War Into Peace: A Child's Guide to Conflict Resolution (Let Me Read Book),Louise Armstrong,1979,Harcourt,http://images.amazon.com/images/P/0156422069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156422069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156422069.01.LZZZZZZZ.jpg,8.71,24.77
9645,0962489174,How to Write Successful Fundraising Letters,Mal Warwick,1996,Independent Pub Group,http://images.amazon.com/images/P/0962489174.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0962489174.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0962489174.01.LZZZZZZZ.jpg,6.99,47.09
9646,1555421040,Conducting a Successful Capital Campaign: A Comprehensive Fundraising Guide for Nonprofit Organizations (Management Series/Higher Education Series),Kent E. Dove,1988,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/1555421040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555421040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555421040.01.LZZZZZZZ.jpg,9.12,30.61
9647,0876771487,"Were We Our Brothers' Keepers?: The Public Response of American Jews to the Holocaust, 1938-1944",Haskel Lookstein,1985,Media Judaica,http://images.amazon.com/images/P/0876771487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0876771487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0876771487.01.LZZZZZZZ.jpg,6.33,48.31
9648,0453006221,How to Be Organized in Spite of Your-Self: Time and Space Management That Works With Your Personal Style,Sunny Schlenger,1989,New Amer Library,http://images.amazon.com/images/P/0453006221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0453006221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0453006221.01.LZZZZZZZ.jpg,7.0,22.03
9649,0131605232,Complete Guide to Finance and Accounting,Stephen A. Finkler,1983,Prentice Hall,http://images.amazon.com/images/P/0131605232.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0131605232.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0131605232.01.LZZZZZZZ.jpg,8.16,43.03
9650,0133342026,"Complete Book of Model Fundraising Letters, The",Roland Kuniholm,1995,"Aspen Publishers, Inc.",http://images.amazon.com/images/P/0133342026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0133342026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0133342026.01.LZZZZZZZ.jpg,5.56,22.17
9651,0844240990,How To Write First-Class Letters,L. Sue Baugh,1994,McGraw-Hill,http://images.amazon.com/images/P/0844240990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0844240990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0844240990.01.LZZZZZZZ.jpg,8.33,46.89
9652,0887761720,They Sought a New World: The Story of European Immigration to North America,William Kurelek,1988,McClelland &amp; Stewart Ltd,http://images.amazon.com/images/P/0887761720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887761720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887761720.01.LZZZZZZZ.jpg,9.98,33.47
9653,0140041141,"This Way for the Gas, Ladies and Gentlemen",Tadeusz Browski,1980,Penguin Books Ltd,http://images.amazon.com/images/P/0140041141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140041141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140041141.01.LZZZZZZZ.jpg,9.24,34.15
9654,055312577X,Gentlehands,M. E. Kerr,1981,Bantam Books,http://images.amazon.com/images/P/055312577X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055312577X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055312577X.01.LZZZZZZZ.jpg,7.79,36.0
9655,0312481713,"Let's Go: California and the Pacific Northwest, 1986",Harvard Student Agencies,1986,St. Martin's Press,http://images.amazon.com/images/P/0312481713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312481713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312481713.01.LZZZZZZZ.jpg,7.49,34.09
9656,0380753944,Escape from Sobibor,Richard Rashke,1987,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380753944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380753944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380753944.01.LZZZZZZZ.jpg,7.28,27.12
9657,0330262408,Fool's Paradise: Rich Spoils from the Gullible Holidaymaker - Who Gets Them and How,Brian Moynahan,1983,Pan Macmillan,http://images.amazon.com/images/P/0330262408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330262408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330262408.01.LZZZZZZZ.jpg,6.74,40.49
9658,0876752814,The Marble in the Water: Essays on Contemporary Writers of Fiction for Children and Young Adults,David Rees,1980,Horn Book,http://images.amazon.com/images/P/0876752814.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0876752814.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0876752814.01.LZZZZZZZ.jpg,7.97,47.61
9659,089169515X,Play the game,Brian Love,1978,Reed Books,http://images.amazon.com/images/P/089169515X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/089169515X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/089169515X.01.LZZZZZZZ.jpg,9.48,27.27
9660,0380508079,When Memory Comes,Saul Freidlander,1980,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380508079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380508079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380508079.01.LZZZZZZZ.jpg,9.35,36.47
9661,0690012888,Anno's Counting Book,Mitsumasa Anno,1977,HarperCollins,http://images.amazon.com/images/P/0690012888.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0690012888.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0690012888.01.LZZZZZZZ.jpg,6.08,44.2
9662,0825630150,"Our portion of hell: Fayette County, Tennessee;: An oral history of the struggle for civil rights",Robert Hamburger,1973,Links,http://images.amazon.com/images/P/0825630150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0825630150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0825630150.01.LZZZZZZZ.jpg,5.18,29.01
9663,0224017012,The lionÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ®s cavalcade,Alan Aldridge,1980,J. Cape,http://images.amazon.com/images/P/0224017012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0224017012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0224017012.01.LZZZZZZZ.jpg,8.78,22.08
9664,0671039113,Moses : Prince of Egypt,Howard Fast,2001,I Books,http://images.amazon.com/images/P/0671039113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671039113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671039113.01.LZZZZZZZ.jpg,9.47,42.76
9665,0670809675,"Caesars of the Wilderness/the Story of the Hudson's Bay Company (Newman, Peter Charles//Company of Adventurers)",Peter C. Newman,1987,Penguin USA,http://images.amazon.com/images/P/0670809675.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670809675.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670809675.01.LZZZZZZZ.jpg,7.53,40.48
9666,0827600844,The Second Jewish Catalog: Sources and Resources,Michael Strassfeld,1976,Jewish Publication Society of America,http://images.amazon.com/images/P/0827600844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0827600844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0827600844.01.LZZZZZZZ.jpg,6.51,42.12
9667,019866141X,Oxford Dictionary of Modern Quotations,Tony Augarde,1991,Oxford University Press,http://images.amazon.com/images/P/019866141X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/019866141X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/019866141X.01.LZZZZZZZ.jpg,7.38,30.74
9668,0030003474,How to Win at Trivial Pursuit: And Other Knowledge Games,Robert Heller,1984,Henry Holt &amp; Co,http://images.amazon.com/images/P/0030003474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0030003474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0030003474.01.LZZZZZZZ.jpg,8.9,29.06
9669,0449904105,Nora: A Biography of Nora Joyce,Brenda Maddox,1989,Ballantine Books,http://images.amazon.com/images/P/0449904105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449904105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449904105.01.LZZZZZZZ.jpg,7.26,39.93
9670,0735201323,How They Said It: Wise and Witty Letters from the Famous and Infamous,Rosalie Maggio,1999,Prentice Hall Art,http://images.amazon.com/images/P/0735201323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0735201323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0735201323.01.LZZZZZZZ.jpg,7.35,42.6
9671,0688032435,"Rachel, the Rabbi's Wife",Silvia Tennenbaum,1977,Harpercollins,http://images.amazon.com/images/P/0688032435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688032435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688032435.01.LZZZZZZZ.jpg,7.47,46.7
9672,0671825690,GRT QUOTATIONS,George Seldes,1978,Pocket,http://images.amazon.com/images/P/0671825690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671825690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671825690.01.LZZZZZZZ.jpg,5.0,34.77
9673,0312123280,The Case of the Fragmented Woman,Cleo Jones,1986,St Martins Pr,http://images.amazon.com/images/P/0312123280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312123280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312123280.01.LZZZZZZZ.jpg,8.4,31.36
9674,0440401372,A Blossom Promise,BETSY BYARS,1989,Yearling,http://images.amazon.com/images/P/0440401372.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440401372.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440401372.01.LZZZZZZZ.jpg,8.0,32.65
9675,0679838864,"Junie B. Jones and a Little Monkey Business (Junie B. Jones 2, paper)",Barbara Park,1993,Random House Children's Books,http://images.amazon.com/images/P/0679838864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679838864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679838864.01.LZZZZZZZ.jpg,8.2,24.54
9676,0440402034,"The Curse of the Demon (Mostly Monsters, No 4)",Mary Anderson,1989,Yearling Books,http://images.amazon.com/images/P/0440402034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440402034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440402034.01.LZZZZZZZ.jpg,8.22,27.39
9677,0816743282,Haunted Baby-Sitters: True Ghost Stories (True Ghost Stories),Allan Zullo,1997,Troll Communications,http://images.amazon.com/images/P/0816743282.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816743282.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816743282.01.LZZZZZZZ.jpg,6.15,45.84
9678,0816742596,Deadtime #02: Invasion of the Appleheads,A. G. Cascone,1996,Troll Communications,http://images.amazon.com/images/P/0816742596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816742596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816742596.01.LZZZZZZZ.jpg,5.04,41.63
9679,1562884069,Tales of the Living Dead (Scare Your Socks Off),Laurence Schorsch,1993,Holmes &amp; Meier Publishers,http://images.amazon.com/images/P/1562884069.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562884069.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562884069.01.LZZZZZZZ.jpg,7.93,47.82
9680,0671002619,The CREATURE IN THE TEACHER: SPOOKSVILLE #13 (SPOOKSVILLE),Christopher Pike,1996,Aladdin,http://images.amazon.com/images/P/0671002619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002619.01.LZZZZZZZ.jpg,5.24,22.19
9681,0671681761,HOW I SURVIVED MY SUMMER VACATION (CAMP HAUNTED HILLS 1) : HOW I SURVIVED MY SUMMER VACATION (Camp Haunted Hills),Bruce Coville,1988,Aladdin,http://images.amazon.com/images/P/0671681761.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671681761.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671681761.01.LZZZZZZZ.jpg,6.34,36.02
9682,0553486209,"Net Bandits (Internet Detectives, No 1)",Michael Coleman,1997,Skylark Books,http://images.amazon.com/images/P/0553486209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553486209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553486209.01.LZZZZZZZ.jpg,5.82,47.08
9683,043964383X,Two-Minute Mysteries Collection,Donald J. Sobol,2004,SCHOLASTIC Inc.,http://images.amazon.com/images/P/043964383X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/043964383X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/043964383X.01.LZZZZZZZ.jpg,8.55,37.64
9684,0439042933,The Best Christmas Hunt Ever,John Speirs,1999,Scholastic,http://images.amazon.com/images/P/0439042933.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439042933.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439042933.01.LZZZZZZZ.jpg,7.58,43.74
9685,0439164486,Cj and the Mysterious Map: 2nd Grade (Jumpstart),Kimberly Weinberger,2000,Scholastic,http://images.amazon.com/images/P/0439164486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439164486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439164486.01.LZZZZZZZ.jpg,7.37,22.63
9686,0140309128,"Danny, the Champion of the World (Puffin Books)",Roald Dahl,1977,Puffin Books,http://images.amazon.com/images/P/0140309128.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140309128.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140309128.01.LZZZZZZZ.jpg,6.08,23.81
9687,0590866346,The Case of the Clubhouse Thief (Clue Jr.),Paker C. Hinter,1999,Apple (Scholastic),http://images.amazon.com/images/P/0590866346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590866346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590866346.01.LZZZZZZZ.jpg,7.09,40.67
9688,0679867384,"Arthur's Reading Race (Step-Into-Reading, Step 3)",MARC BROWN,1996,Random House Books for Young Readers,http://images.amazon.com/images/P/0679867384.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679867384.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679867384.01.LZZZZZZZ.jpg,9.77,23.8
9689,0671510266,JILLS HAPPY UN BIRTHDAY THE AFTER SCHOOL CLUB 1 (After-School Club),Marilyn Kaye,1997,Aladdin,http://images.amazon.com/images/P/0671510266.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510266.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510266.01.LZZZZZZZ.jpg,6.94,30.37
9690,0425133982,Prayer for the Dead,David Wiltse,1992,Berkley Publishing Group,http://images.amazon.com/images/P/0425133982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425133982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425133982.01.LZZZZZZZ.jpg,8.6,35.33
9691,0689852940,Jimmy on Ice,Adam Beechen,2003,Simon Spotlight/Nickelodeon,http://images.amazon.com/images/P/0689852940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689852940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689852940.01.LZZZZZZZ.jpg,8.72,34.97
9692,0816737312,Donkey Kong Country,Michael Teitelbaum,1995,Troll Communications,http://images.amazon.com/images/P/0816737312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816737312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816737312.01.LZZZZZZZ.jpg,9.19,31.45
9693,1567140629,"Bigfoot, Big Trouble (Strange Matter)",Marty M. Engle,1996,Frontline Publications,http://images.amazon.com/images/P/1567140629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567140629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567140629.01.LZZZZZZZ.jpg,7.3,42.74
9694,0881768502,Animals of the North (Leap frog),Eileen Spinelli,1990,New Seasons Pub,http://images.amazon.com/images/P/0881768502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0881768502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0881768502.01.LZZZZZZZ.jpg,7.73,20.71
9695,0590438689,The Haunting of Grade Three (Lucky Star),Grace MacCarone,1987,Scholastic,http://images.amazon.com/images/P/0590438689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590438689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590438689.01.LZZZZZZZ.jpg,6.76,43.97
9696,0515121827,The Deal,Sabin Willett,1997,Jove Books,http://images.amazon.com/images/P/0515121827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515121827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515121827.01.LZZZZZZZ.jpg,9.76,37.92
9697,0373880294,"Masquerade (Keepsake, No 29)",Janice Harrell,1988,Harlequin,http://images.amazon.com/images/P/0373880294.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373880294.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373880294.01.LZZZZZZZ.jpg,9.68,47.59
9698,0310978610,Where Do You Live?,Sally Lloyd Jones,1999,Zondervan (J),http://images.amazon.com/images/P/0310978610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0310978610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0310978610.01.LZZZZZZZ.jpg,6.16,28.28
9699,0670861936,Corduroy's Halloween: A Lift-The-Flap Book (A Lift-the-Flap Book),B. G. Hennessy,1995,Viking Books,http://images.amazon.com/images/P/0670861936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670861936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670861936.01.LZZZZZZZ.jpg,9.31,33.8
9700,0689802099,"Surf's Up! (Saved By the Bell, No 20)",Beth Cruise,1995,Aladdin Paperbacks,http://images.amazon.com/images/P/0689802099.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689802099.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689802099.01.LZZZZZZZ.jpg,6.33,44.0
9701,0930462106,Fighting Chance: Ten Feet to Survival,Arthur Robinson,1986,Oregon Institute of Science &amp; Medicine,http://images.amazon.com/images/P/0930462106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0930462106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0930462106.01.LZZZZZZZ.jpg,5.86,48.04
9702,0792451538,The Jetsons (Hanna Barbera Family Favorites),Etta Wilson,1990,BDD Promotional Books Company,http://images.amazon.com/images/P/0792451538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0792451538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0792451538.01.LZZZZZZZ.jpg,6.47,34.32
9703,0792451511,Scooby-Doo (Hanna Barbera Family Favorites),Etta Wilson,1990,BDD Promotional Books Company,http://images.amazon.com/images/P/0792451511.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0792451511.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0792451511.01.LZZZZZZZ.jpg,8.84,40.38
